3.0038	3.8472	4.4215	4.7154	4.9935	5.7980	1.5777	2.4361	1.3292
3.6344	4.3337	4.9651	5.2218	5.6914	5.0380	1.0334	1.2360	0.6491
6.7740	6.7660	6.9789	4.4210	5.2126	5.4637	3.4703	3.3877	1.6280
5.1046	4.4699	5.2346	4.1775	4.7776	3.9610	1.2509	1.4784	1.0489
6.2568	5.9457	6.2918	4.7616	5.5031	5.1749	1.3726	1.0466	0.0569
6.6246	6.7305	6.4128	4.4485	5.6885	5.6175	4.6073	3.3739	3.1308
2.1213	2.8673	2.9440	5.1700	5.6132	6.0654	4.9390	4.7811	4.6139
1.8551	3.3023	4.0222	4.4394	5.4047	4.8996	1.1282	1.6193	0.7592
6.5188	6.7603	6.8280	4.7173	5.4350	5.3061	2.9739	4.2904	2.2111
6.6446	7.0173	6.0182	6.2498	5.8759	5.0674	10.4660	8.9395	7.6952
6.6893	7.1003	6.4194	6.0539	5.2019	6.1023	8.7036	7.6162	6.4756
6.6345	6.8140	6.6546	4.9817	5.8170	5.1014	3.6153	2.7079	3.0253
6.7382	6.8379	6.5347	5.0315	5.8146	5.4500	4.8423	4.3131	3.4957
6.0961	6.3100	5.6257	5.3548	5.8503	4.3267	5.1232	5.3998	4.8169
6.5077	6.7944	6.1457	5.4042	5.8430	5.4102	5.6344	5.4928	5.5613
6.5810	6.8993	6.1077	6.2889	5.8556	5.9862	9.3859	8.3994	7.2766
6.6543	6.8834	6.0894	6.2950	5.8467	5.0316	7.5188	6.9007	7.4782
3.8249	3.9455	4.7503	5.6335	5.2707	5.5722	1.4289	1.3827	1.2965
6.4296	6.4463	6.0260	4.5819	5.0420	5.0894	3.7134	4.2006	2.7230
4.4284	4.7690	4.0157	6.1639	5.7664	5.2306	5.1629	6.5380	4.8428
6.2819	6.4420	5.6888	6.7348	5.4387	5.4421	4.7862	5.0601	4.4650
6.4393	6.0649	5.4183	4.7724	5.5570	5.4410	6.3650	4.9828	3.1349
5.5669	5.8680	5.4073	6.6913	5.5726	5.9516	2.4227	0.8324	1.8605
6.0799	6.1923	4.7098	5.7968	4.8379	4.1948	7.6287	7.4623	7.0339
4.2378	4.7544	1.6503	6.5380	4.4294	5.3883	10.0526	9.7674	9.2269
5.6606	6.1256	4.4863	7.1854	5.8407	7.2767	8.6523	9.2799	8.3339
5.4630	6.1566	5.2192	5.6637	5.2202	5.5027	5.1478	5.0263	4.5318
5.9718	5.9351	5.7770	5.0416	5.4569	5.8264	0.0000	1.3728	0.6996
4.8521	5.4587	4.3879	4.8387	4.4043	5.0515	4.5824	5.7084	4.6930
5.6653	6.0595	5.3141	5.7567	3.9688	5.0001	4.4980	4.3568	4.1380
5.6194	6.1402	5.4261	5.4390	5.7212	5.6312	4.5731	3.6073	3.2157
6.2934	5.6731	5.7692	5.4115	4.1036	4.3973	4.0530	4.5791	3.2971
6.7968	6.1639	6.9803	4.7250	5.6667	5.7647	2.8025	3.4630	1.7784
3.7772	3.9954	4.7755	5.3114	4.7915	5.8965	1.7252	2.0939	1.5407
6.5205	6.9290	6.6888	4.8602	4.2246	4.2730	4.3404	5.1318	3.3767
3.0256	3.6518	4.5047	5.0782	5.1047	4.4877	1.3044	1.3352	1.1351
6.0566	5.1123	5.5712	4.3514	4.4249	4.9439	1.1107	0.7787	0.7337
4.4031	4.5495	4.9366	5.1642	5.2399	5.7070	2.4650	2.9537	2.0288
3.9082	4.2736	4.9535	4.3924	5.1573	4.5940	1.0500	0.3182	0.7770
4.0451	3.8226	4.8518	4.9026	5.2875	4.3694	1.3784	1.4796	1.0901
6.2603	6.1851	6.3625	5.1451	5.4651	6.4279	2.6810	3.0644	2.2280
3.3720	3.8442	4.3968	4.6922	5.6213	5.1546	1.3709	2.1769	1.3562
4.3891	4.4700	4.9541	4.6237	5.1845	5.1711	1.9189	2.1895	1.6698
6.3808	6.1874	5.7326	4.9966	4.3056	4.8505	4.7872	5.4510	3.8526
6.4459	6.2392	5.8012	4.7677	5.8214	4.7507	4.8576	5.0697	3.7510
6.0797	6.1111	5.3212	6.4128	4.0172	5.9029	6.0889	6.4934	5.1019
5.9134	6.1211	5.5464	6.7601	5.8739	5.2033	4.8784	5.3674	4.5475
6.7618	5.7042	6.3462	4.4486	4.6207	5.8120	1.3948	2.2205	1.0930
6.7975	7.1208	6.9576	4.3260	5.6730	5.1500	5.1800	4.2699	2.4987
6.7863	7.3996	6.8742	5.5716	5.7875	4.4118	8.1058	5.7446	6.1082
6.0774	6.0617	5.1323	5.2239	5.8009	5.4904	6.2631	6.5749	5.2898
6.7804	7.1210	6.6680	6.2230	5.8131	5.6874	8.9743	7.2978	7.5668
6.1127	5.4785	6.0643	4.4134	4.7487	4.0001	0.8843	0.8158	0.5078
2.9839	3.1497	3.9369	5.2082	4.7013	4.5860	2.6619	2.8544	2.6169
5.3514	4.7997	5.3981	4.5738	5.3988	5.3239	0.7535	0.5598	0.9023
4.4885	4.1813	5.0845	4.6358	4.7705	4.6572	1.5837	1.4444	1.1052
4.3087	4.4314	4.1426	6.1714	5.8258	4.9580	4.8880	5.0697	4.1791
2.7471	3.6618	3.9296	5.8732	5.6272	5.9090	3.0821	3.1396	3.1903
4.4892	4.5564	4.7410	4.8225	4.2631	4.5569	4.1812	3.0617	4.4357
3.0328	3.7065	2.8438	5.6200	5.2038	5.7414	6.5966	6.7015	6.9897
4.2403	4.1702	4.7192	5.1307	5.4679	5.6018	4.1894	3.9741	4.0071
5.7634	5.2315	6.2922	7.1972	5.5675	6.0142	0.3997	0.1187	0.0000
4.9079	4.8961	5.4182	5.8265	5.7823	4.6065	3.2976	3.0210	2.2245
1.9494	1.4659	0.2706	6.0312	5.4816	5.7014	6.8257	7.2084	7.4899
3.2046	2.9096	5.4795	5.4602	5.2488	6.1017	1.5428	1.5453	1.1553
6.1373	6.2269	6.4284	4.5072	5.0227	5.0158	1.9002	0.7806	0.9837
6.5460	5.6797	6.1376	4.5646	5.2749	5.5577	0.5348	0.4995	0.3412
5.0160	4.2699	4.5683	4.6726	4.9445	5.0631	3.0786	4.5518	2.8709
6.5221	6.0785	6.4615	4.7143	5.0442	5.6717	3.3485	4.0663	2.4902
2.5933	3.2768	4.1882	4.5040	5.2929	4.2819	1.8123	2.1453	1.9977
4.9270	4.3731	4.8183	5.9616	5.8430	5.2665	1.6882	1.1005	0.8911
6.2857	6.0643	5.7539	6.8386	4.5125	6.9434	5.7243	4.5285	5.0933
5.1549	4.4370	3.8180	5.7473	4.7361	6.4202	5.4769	5.0413	4.8555
5.2574	4.6001	4.2616	5.4769	5.4748	5.6880	4.9388	3.6181	4.8880
5.5457	5.7770	4.1527	5.3194	4.5498	4.2169	7.7071	8.2821	6.9930
6.4680	6.7401	5.6486	6.5748	5.7849	5.4873	6.3765	6.3722	5.7639
6.4819	6.6334	5.8002	5.4427	5.7908	5.9393	5.8580	6.4845	4.8381
4.9519	5.4713	5.2331	5.2342	4.8571	4.5353	2.1275	2.3870	1.8283
6.1007	6.3216	3.7604	6.0268	5.8384	4.5278	10.5284	8.9814	10.5418
5.3405	4.9467	4.5480	5.4230	5.7245	4.8828	4.6900	5.7866	3.9694
6.2309	6.2759	5.4672	5.1626	4.3848	5.1860	5.1572	4.9272	4.7590
6.8201	7.3737	6.9181	4.4205	4.7480	5.0070	1.6331	1.6209	2.2471
6.2377	6.0585	6.2364	4.7578	5.4435	4.6696	0.2804	0.6956	0.8720
5.7004	4.8878	5.3217	4.3852	5.5609	5.2689	2.8829	3.6452	2.6073
5.7292	5.1901	5.7243	4.4904	4.9685	4.2189	1.3457	2.0027	0.8621
5.2835	5.0577	5.5961	4.8863	5.0005	5.8155	0.8367	0.7737	0.4459
6.8085	7.2128	7.0043	4.0811	5.5447	4.5888	1.8387	2.4229	0.9606
6.8449	6.7488	6.8176	4.1430	4.3099	4.4018	1.1148	0.5255	0.8027
6.7202	7.2181	7.0847	4.0426	4.2422	4.2177	0.3112	0.0000	0.5489
6.6627	6.8438	6.7475	4.1079	0.1235	4.0816	1.3614	1.3145	0.4713
6.1329	6.3893	6.1563	3.7908	4.7161	4.2793	0.6479	1.0161	0.4742
6.8381	7.0170	7.1094	4.0060	5.1523	4.1046	0.7048	0.4886	0.2695
6.7539	6.9743	6.9548	3.9383	5.2285	4.7126	1.5066	1.3545	0.6698
4.9947	4.3365	5.3315	5.4353	5.6217	5.5782	4.3159	3.8168	3.7081
5.7387	5.7718	5.3372	4.3864	5.4875	4.8338	2.4944	1.0344	1.1461
2.4667	1.4363	1.1259	5.0879	5.6273	5.6188	7.3952	8.1525	7.8317
4.1383	3.8676	4.9650	5.7699	5.7146	6.0882	2.3077	3.2802	2.1574
4.5804	3.6185	5.1786	4.8043	5.7160	5.4545	2.4147	4.3719	2.9434
6.5980	6.4182	6.3963	5.5376	5.8072	4.4743	6.6404	6.4305	4.5076
5.9669	5.5724	5.5619	5.1298	3.9425	5.2113	4.8383	5.1015	3.8509
4.6667	4.5441	4.7082	4.7267	5.8045	4.7719	3.4075	3.6779	3.0069
3.9902	4.2226	4.8471	4.1217	5.3796	5.2619	1.9216	2.6803	1.5061
5.4408	4.9154	5.4453	4.5045	5.4746	5.3158	1.4545	1.9422	0.8879
5.6725	6.0136	4.7506	6.6061	5.7866	5.5847	7.4183	7.2167	5.8391
5.7366	6.0187	6.0471	4.5523	5.1378	5.7430	3.9383	3.4472	3.2711
4.9145	5.3457	5.2824	5.0467	5.6569	4.6356	2.0299	2.4239	2.0745
4.3082	4.1749	4.0983	6.6348	5.6981	6.1710	5.4821	3.4806	4.7973
6.0914	6.2625	6.1127	6.1589	5.3129	6.5065	3.3523	2.3935	2.2704
3.8081	4.4197	4.1628	6.1924	5.2367	5.9263	4.1625	4.3659	4.0751
2.3431	2.7721	4.0379	6.1339	5.5408	6.3236	3.8266	3.5678	3.8984
5.1479	4.8365	5.4825	4.3337	4.4258	5.2045	2.1822	2.3114	1.7176
3.9972	2.7980	4.0464	4.4538	5.6883	5.2785	3.9033	3.7167	4.0013
4.3137	4.4264	4.9766	5.2383	5.5193	5.5391	1.3970	0.4440	0.9578
4.2200	4.4426	4.8444	5.5319	5.7841	4.0811	1.5255	0.4908	1.2303
6.7185	6.6356	6.9973	4.5008	5.0547	5.5744	1.8525	1.9991	0.7372
4.9675	4.4091	5.2669	4.2099	5.0621	5.2492	1.1865	0.2665	0.1915
6.1563	5.5229	6.1042	4.6048	4.6351	4.4852	1.2040	0.4312	0.9587
1.6990	3.1636	3.7989	4.4047	5.5872	4.8866	1.6428	0.2525	1.9062
6.5237	6.4435	6.8486	4.6590	5.2826	5.8443	1.2862	1.4525	0.4485
3.9864	4.2155	4.9664	5.2796	5.4861	5.0394	1.4860	0.9912	1.3196
5.5891	5.3168	5.0878	6.5931	4.2673	4.5856	4.6420	5.1348	4.2968
6.3045	6.0548	6.0880	5.2425	5.0609	4.6997	1.9467	1.1049	1.4487
3.7162	3.5793	4.2416	4.5505	5.2222	4.6831	3.0585	3.0641	3.0169
3.8367	3.9667	3.7597	5.8744	5.7865	5.9007	4.4398	4.0445	4.4947
5.4474	4.7791	5.4274	4.8005	5.3713	5.3056	1.7493	1.3254	1.0927
6.5186	5.8587	6.1177	4.9990	5.6506	5.4445	3.2004	2.9582	2.9430
4.8369	4.6852	4.8505	5.4714	4.8464	5.5404	3.4911	3.1405	3.3858
6.1074	5.6995	5.9588	4.9540	5.6304	5.0889	2.2386	1.7190	2.0181
5.1080	5.0503	5.4319	5.5154	5.1121	5.6812	2.4221	1.6454	1.9642
6.4157	5.8352	5.5081	6.1279	5.8605	4.3651	8.1900	7.7006	6.0096
4.9129	4.7767	4.3295	5.9224	3.9136	4.0090	5.4594	5.3170	4.7292
4.9958	4.5912	3.6814	6.0311	4.4334	4.8200	6.0181	6.0032	5.7534
3.5226	3.6451	4.6632	4.7290	5.2359	5.5421	0.9755	0.3001	0.6244
